AGE,OPENNESS,CONSCIENTIOUSNESS,EXTRAVERSION,AGREEABLENESS,NEUROTICISM,COND-DETAILS_p+s-,COND-DETAILS_p-s+,COND-DETAILS_p-s-,COND-DETAILS_p0s0,SEX_M,ANS_1.0,ANS_2.0,ANS_3.0,ANS_4.0,ANS_5.0
0.14285714285714302,0.3333333333333333,0.6666666666666665,0.5555555555555556,0.6666666666666665,0.4444444444444445,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.14285714285714302,0.2222222222222222,0.5555555555555556,0.4444444444444445,0.4444444444444445,0.1111111111111111,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.14285714285714302,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.3571428571428572,0.7777777777777777,0.2222222222222222,0.3333333333333333,0.7777777777777777,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.14285714285714302,0.4444444444444445,0.8888888888888888,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.2142857142857144,0.2222222222222222,0.5555555555555556,0.7777777777777777,0.7777777777777777,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.3333333333333333,0.3333333333333333,0.4444444444444445,0.4444444444444445,0.6666666666666665,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.14285714285714302,0.2222222222222222,0.6666666666666665,0.1111111111111111,0.6666666666666665,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2857142857142858,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.4444444444444445,0.6666666666666665,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.14285714285714302,0.3333333333333333,0.6666666666666665,0.5555555555555556,0.6666666666666665,0.4444444444444445,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.2142857142857144,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.6666666666666665,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.2142857142857144,0.2222222222222222,1.0,0.8888888888888888,0.7777777777777777,0.1111111111111111,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.2857142857142858,0.4444444444444445,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.8888888888888888,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.2222222222222222,0.4444444444444445,0.2222222222222222,0.2222222222222222,0.7777777777777777,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2857142857142858,0.4444444444444445,0.2222222222222222,0.3333333333333333,0.7777777777777777,0.5555555555555556,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.7777777777777777,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.2857142857142858,0.7777777777777777,0.4444444444444445,0.6666666666666665,0.2222222222222222,0.8888888888888888,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.2142857142857144,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0000000000000002,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.7777777777777777,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.5555555555555556,0.5555555555555556,0.7777777777777777,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.4444444444444445,0.4444444444444445,0.3333333333333333,0.7777777777777777,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2142857142857144,0.0,0.6666666666666665,0.6666666666666665,0.8888888888888888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5,0.7777777777777777,0.5555555555555556,0.4444444444444445,0.8888888888888888,0.2222222222222222,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.14285714285714302,0.7777777777777777,0.2222222222222222,0.4444444444444445,0.4444444444444445,0.6666666666666665,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.2142857142857144,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.14285714285714302,0.5555555555555556,0.6666666666666665,0.2222222222222222,0.4444444444444445,0.6666666666666665,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0714285714285714,0.4444444444444445,0.6666666666666665,0.2222222222222222,0.0,0.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3571428571428572,0.8888888888888888,0.4444444444444445,0.7777777777777777,0.5555555555555556,0.4444444444444445,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.14285714285714302,0.3333333333333333,0.2222222222222222,1.0,1.0,0.2222222222222222,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.2142857142857144,0.5555555555555556,0.0,0.3333333333333333,0.5555555555555556,0.4444444444444445,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.3333333333333333,0.5555555555555556,0.4444444444444445,0.5555555555555556,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.5555555555555556,0.5555555555555556,0.7777777777777777,0.5555555555555556,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.14285714285714302,0.7777777777777777,0.5555555555555556,0.4444444444444445,0.8888888888888888,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.3333333333333333,0.0,0.5555555555555556,0.5555555555555556,0.4444444444444445,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.2142857142857144,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2142857142857144,0.3333333333333333,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.5555555555555556,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.14285714285714302,0.4444444444444445,0.4444444444444445,0.3333333333333333,0.7777777777777777,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2142857142857144,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.14285714285714302,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.1111111111111111,0.4444444444444445,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.2142857142857144,0.3333333333333333,0.6666666666666665,0.4444444444444445,0.7777777777777777,0.1111111111111111,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0714285714285714,0.6666666666666665,0.6666666666666665,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0.14285714285714302,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0.2142857142857144,0.4444444444444445,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.8888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.5,0.7777777777777777,0.5555555555555556,0.4444444444444445,0.8888888888888888,0.2222222222222222,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0.2142857142857144,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.4285714285714286,0.5555555555555556,0.5555555555555556,0.7777777777777777,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.7777777777777777,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.14285714285714302,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2142857142857144,0.3333333333333333,0.6666666666666665,0.4444444444444445,0.7777777777777777,0.1111111111111111,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.2857142857142858,0.6666666666666665,0.7777777777777777,0.6666666666666665,0.6666666666666665,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.4444444444444445,0.8888888888888888,0.3333333333333333,0.6666666666666665,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.2142857142857144,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.7777777777777777,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.14285714285714302,0.3333333333333333,0.6666666666666665,0.7777777777777777,0.6666666666666665,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.14285714285714302,0.4444444444444445,0.0,0.2222222222222222,0.1111111111111111,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.14285714285714302,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.6666666666666665,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.2142857142857144,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.8888888888888888,0.4444444444444445,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.3571428571428572,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666665,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.2142857142857144,0.2222222222222222,0.3333333333333333,0.4444444444444445,0.6666666666666665,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0714285714285714,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.6666666666666665,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2142857142857144,0.4444444444444445,0.3333333333333333,0.3333333333333333,0.7777777777777777,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0714285714285714,0.1111111111111111,0.4444444444444445,0.6666666666666665,1.0,0.6666666666666665,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.2142857142857144,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2142857142857144,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.6666666666666665,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.14285714285714302,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.7777777777777777,0.6666666666666665,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.3571428571428572,0.4444444444444445,0.8888888888888888,0.6666666666666665,1.0,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2857142857142858,0.7777777777777777,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.8888888888888888,0.4444444444444445,0.2222222222222222,0.6666666666666665,0.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5714285714285714,0.8888888888888888,0.6666666666666665,0.6666666666666665,0.3333333333333333,0.6666666666666665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2142857142857144,0.3333333333333333,0.5555555555555556,1.0,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.2857142857142858,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.2222222222222222,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.2142857142857144,0.6666666666666665,0.5555555555555556,0.2222222222222222,0.7777777777777777,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2142857142857144,0.6666666666666665,0.5555555555555556,0.2222222222222222,0.7777777777777777,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.8888888888888888,0.4444444444444445,0.2222222222222222,0.6666666666666665,0.6666666666666665,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0714285714285714,0.2222222222222222,0.3333333333333333,0.4444444444444445,0.7777777777777777,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2142857142857144,0.4444444444444445,0.3333333333333333,0.3333333333333333,0.7777777777777777,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.14285714285714302,0.3333333333333333,0.5555555555555556,0.4444444444444445,0.5555555555555556,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.0,0.5555555555555556,0.2222222222222222,0.6666666666666665,0.5555555555555556,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.2222222222222222,0.6666666666666665,0.4444444444444445,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.5555555555555556,0.7777777777777777,0.6666666666666665,1.0,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2142857142857144,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.2142857142857144,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.6666666666666665,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.14285714285714302,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.1111111111111111,0.4444444444444445,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.14285714285714302,0.5555555555555556,0.6666666666666665,0.2222222222222222,0.4444444444444445,0.6666666666666665,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.2142857142857144,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.7777777777777777,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2142857142857144,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.14285714285714302,0.2222222222222222,0.5555555555555556,0.0,0.6666666666666665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2142857142857144,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.2857142857142858,0.4444444444444445,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.14285714285714302,0.8888888888888888,0.7777777777777777,1.0,0.3333333333333333,0.6666666666666665,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.14285714285714302,0.3333333333333333,0.5555555555555556,1.0,0.3333333333333333,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2142857142857144,1.0,1.0,0.4444444444444445,0.4444444444444445,0.7777777777777777,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.4285714285714286,0.2222222222222222,0.6666666666666665,0.2222222222222222,0.7777777777777777,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.14285714285714302,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.3333333333333333,0.4444444444444445,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.14285714285714302,0.7777777777777777,0.4444444444444445,0.7777777777777777,0.4444444444444445,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2142857142857144,0.4444444444444445,0.7777777777777777,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.14285714285714302,0.3333333333333333,0.4444444444444445,0.6666666666666665,0.8888888888888888,0.8888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.14285714285714302,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.14285714285714302,0.3333333333333333,0.6666666666666665,0.7777777777777777,0.6666666666666665,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.8888888888888888,0.8888888888888888,0.6666666666666665,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.2142857142857144,0.3333333333333333,0.0,0.2222222222222222,0.4444444444444445,0.7777777777777777,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.3333333333333333,0.6666666666666665,0.5555555555555556,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.14285714285714302,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.2222222222222222,0.4444444444444445,0.2222222222222222,0.2222222222222222,0.7777777777777777,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.4444444444444445,0.8888888888888888,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.2857142857142858,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.2142857142857144,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.2222222222222222,0.5555555555555556,0.4444444444444445,0.4444444444444445,0.1111111111111111,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0714285714285714,0.2222222222222222,0.6666666666666665,0.6666666666666665,0.3333333333333333,0.4444444444444445,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5,0.7777777777777777,0.7777777777777777,0.2222222222222222,0.2222222222222222,0.7777777777777777,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2857142857142858,0.5555555555555556,0.5555555555555556,0.4444444444444445,0.3333333333333333,0.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5714285714285714,0.4444444444444445,0.7777777777777777,0.0,0.2222222222222222,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.2142857142857144,0.4444444444444445,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.8888888888888888,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.14285714285714302,0.5555555555555556,0.5555555555555556,0.7777777777777777,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.14285714285714302,0.4444444444444445,0.5555555555555556,0.7777777777777777,0.3333333333333333,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.14285714285714302,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.14285714285714302,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.7777777777777777,0.6666666666666665,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.2857142857142858,0.7777777777777777,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2142857142857144,0.3333333333333333,0.6666666666666665,0.4444444444444445,0.7777777777777777,0.1111111111111111,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.2222222222222222,0.6666666666666665,0.4444444444444445,0.3333333333333333,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.2142857142857144,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.5555555555555556,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0714285714285714,0.1111111111111111,0.4444444444444445,0.6666666666666665,1.0,0.6666666666666665,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.857142857142857,0.4444444444444445,0.2222222222222222,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.3571428571428572,0.5555555555555556,0.4444444444444445,0.8888888888888888,0.8888888888888888,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.2142857142857144,0.0,0.6666666666666665,0.6666666666666665,0.8888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.14285714285714302,0.3333333333333333,0.6666666666666665,0.5555555555555556,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.3571428571428572,0.7777777777777777,0.2222222222222222,0.3333333333333333,0.7777777777777777,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.3571428571428572,0.0,1.0,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.14285714285714302,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0714285714285714,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.6666666666666665,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0000000000000002,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.4285714285714286,0.5555555555555556,0.5555555555555556,0.7777777777777777,0.5555555555555556,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.14285714285714302,0.6666666666666665,0.5555555555555556,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.14285714285714302,0.8888888888888888,0.4444444444444445,1.0,0.7777777777777777,0.8888888888888888,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.3571428571428572,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666665,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0714285714285714,0.1111111111111111,0.4444444444444445,0.6666666666666665,1.0,0.6666666666666665,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0714285714285714,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2142857142857144,0.4444444444444445,0.7777777777777777,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.14285714285714302,0.2222222222222222,0.6666666666666665,0.1111111111111111,0.6666666666666665,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2142857142857144,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2142857142857144,0.6666666666666665,0.7777777777777777,0.6666666666666665,0.4444444444444445,0.2222222222222222,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.2142857142857144,0.4444444444444445,0.7777777777777777,0.6666666666666665,0.6666666666666665,0.1111111111111111,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0.14285714285714302,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.14285714285714302,0.4444444444444445,0.5555555555555556,0.7777777777777777,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2142857142857144,0.4444444444444445,0.3333333333333333,0.3333333333333333,0.7777777777777777,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714302,0.7777777777777777,0.4444444444444445,0.7777777777777777,0.4444444444444445,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2142857142857144,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.6666666666666665,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
